
'utc': '2020-05-18 02:43:31.942093', 'gpstime': '122506.00', 'lat': '5351.96158', 'lon': '00107.56145', 'fix': '1', 'nsat': '07', 'HDOP': '1.44', 'alt': '53.1', 'WGS84': '47.4', 'lastDGPS': '', 'Temperature': 25.558098725871673, 'Humidity': 37.473105973907074, 'Sampling Period': 10.16870403289795, 'PM1': 5.308888912200928, 'PM2.5': 10.320170402526855, 'PM10': 52.71492385864258
'utc': '2020-05-18 03:34:39.800985', 'gpstime': '131613.00', 'lat': '5353.47461', 'lon': '00105.69888', 'fix': '1', 'nsat': '09', 'HDOP': '0.97', 'alt': '12.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.4392309452964, 'Humidity': 40.11749446860456, 'Sampling Period': 10.169983863830566, 'PM1': 30.903902053833008, 'PM2.5': 38.50063705444336, 'PM10': 50.33114242553711
'utc': '2020-05-18 03:34:49.996189', 'gpstime': '131623.00', 'lat': '5353.48066', 'lon': '00105.70957', 'fix': '1', 'nsat': '10', 'HDOP': '0.92', 'alt': '15.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.3537804226749, 'Humidity': 40.84840161745632, 'Sampling Period': 10.182720184326172, 'PM1': 39.68925857543945, 'PM2.5': 49.31672668457031, 'PM10': 77.28253936767578
'utc': '2020-05-18 03:35:12.273171', 'gpstime': '131645.00', 'lat': '5353.48840', 'lon': '00105.73474', 'fix': '1', 'nsat': '11', 'HDOP': '0.85', 'alt': '11.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.311055161364152, 'Humidity': 41.054398413061726, 'Sampling Period': 22.344982147216797, 'PM1': 0.09702694416046143, 'PM2.5': 0.14763596653938293, 'PM10': 0.15863941609859467
'utc': '2020-05-18 03:35:22.423272', 'gpstime': '131655.00', 'lat': '5353.49163', 'lon': '00105.74550', 'fix': '1', 'nsat': '11', 'HDOP': '0.85', 'alt': '10.7', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.225604638742652, 'Humidity': 41.100175478751815, 'Sampling Period': 10.175338745117188, 'PM1': 43.604740142822266, 'PM2.5': 58.453582763671875, 'PM10': 71.78536224365234
'utc': '2020-05-18 03:35:32.618524', 'gpstime': '131706.00', 'lat': '5353.49211', 'lon': '00105.75770', 'fix': '1', 'nsat': '11', 'HDOP': '0.85', 'alt': '7.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.238956282902265, 'Humidity': 40.47455558098726, 'Sampling Period': 10.163818359375, 'PM1': 57.769596099853516, 'PM2.5': 73.2580795288086, 'PM10': 109.64151000976562
'utc': '2020-05-18 03:35:42.781373', 'gpstime': '131716.00', 'lat': '5353.49431', 'lon': '00105.77003', 'fix': '1', 'nsat': '10', 'HDOP': '0.86', 'alt': '7.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.268329900053402, 'Humidity': 40.77058060578317, 'Sampling Period': 10.172181129455566, 'PM1': 24.08526039123535, 'PM2.5': 34.777061462402344, 'PM10': 57.17506790161133
'utc': '2020-05-18 03:35:52.957379', 'gpstime': '131726.00', 'lat': '5353.50042', 'lon': '00105.78157', 'fix': '1', 'nsat': '11', 'HDOP': '0.87', 'alt': '7.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.295033188372628, 'Humidity': 40.28534370946822, 'Sampling Period': 10.17311954498291, 'PM1': 34.416709899902344, 'PM2.5': 47.563697814941406, 'PM10': 66.14163970947266
'utc': '2020-05-18 03:36:03.134866', 'gpstime': '131736.00', 'lat': '5353.50610', 'lon': '00105.79241', 'fix': '1', 'nsat': '11', 'HDOP': '0.85', 'alt': '6.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.281681544213015, 'Humidity': 41.232928969253074, 'Sampling Period': 10.167125701904297, 'PM1': 33.095542907714844, 'PM2.5': 43.43482971191406, 'PM10': 94.7176284790039
'utc': '2020-05-18 03:36:25.369424', 'gpstime': '131758.00', 'lat': '5353.51781', 'lon': '00105.81579', 'fix': '1', 'nsat': '11', 'HDOP': '0.85', 'alt': '2.7', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.295033188372628, 'Humidity': 39.99237048905165, 'Sampling Period': 22.309865951538086, 'PM1': 0.09820716083049774, 'PM2.5': 0.28986498713493347, 'PM10': 0.35685011744499207
'utc': '2020-05-18 03:36:35.548283', 'gpstime': '131809.00', 'lat': '5353.52505', 'lon': '00105.82842', 'fix': '1', 'nsat': '11', 'HDOP': '0.85', 'alt': '-0.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.252307927061878, 'Humidity': 40.907911802853434, 'Sampling Period': 10.165994644165039, 'PM1': 54.83741760253906, 'PM2.5': 69.1480941772461, 'PM10': 121.99615478515625
'utc': '2020-05-18 03:36:45.712636', 'gpstime': '131819.00', 'lat': '5353.52827', 'lon': '00105.83471', 'fix': '1', 'nsat': '11', 'HDOP': '0.85', 'alt': '-1.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.268329900053402, 'Humidity': 41.857022964827955, 'Sampling Period': 10.168917655944824, 'PM1': 68.13056182861328, 'PM2.5': 85.50640106201172, 'PM10': 148.65354919433594
'utc': '2020-05-18 03:36:55.882675', 'gpstime': '131829.00', 'lat': '5353.53143', 'lon': '00105.84258', 'fix': '1', 'nsat': '11', 'HDOP': '0.85', 'alt': '-3.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.340428778515303, 'Humidity': 40.91706721599145, 'Sampling Period': 10.178943634033203, 'PM1': 33.87846374511719, 'PM2.5': 40.93248748779297, 'PM10': 69.53022766113281
'utc': '2020-05-18 03:37:06.078236', 'gpstime': '131839.00', 'lat': '5353.53614', 'lon': '00105.85042', 'fix': '1', 'nsat': '11', 'HDOP': '0.85', 'alt': '-4.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.367132066834515, 'Humidity': 40.80872816052491, 'Sampling Period': 10.172138214111328, 'PM1': 11.771726608276367, 'PM2.5': 17.536813735961914, 'PM10': 33.92911911010742
'utc': '2020-05-18 03:37:16.230949', 'gpstime': '131849.00', 'lat': '5353.54075', 'lon': '00105.86112', 'fix': '1', 'nsat': '10', 'HDOP': '0.86', 'alt': '-2.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.409857328145264, 'Humidity': 41.522850385290305, 'Sampling Period': 10.169450759887695, 'PM1': 51.1468391418457, 'PM2.5': 64.48328399658203, 'PM10': 88.0754165649414
'utc': '2020-05-18 03:37:38.479699', 'gpstime': '131911.00', 'lat': '5353.55271', 'lon': '00105.88926', 'fix': '1', 'nsat': '11', 'HDOP': '0.85', 'alt': '0.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.4392309452964, 'Humidity': 41.264972915236136, 'Sampling Period': 22.331584930419922, 'PM1': 0.5027348399162292, 'PM2.5': 0.535521924495697, 'PM10': 0.535521924495697
'utc': '2020-05-18 03:37:48.650972', 'gpstime': '131922.00', 'lat': '5353.55771', 'lon': '00105.90265', 'fix': '1', 'nsat': '11', 'HDOP': '0.85', 'alt': '0.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.538033112077514, 'Humidity': 40.91248950942244, 'Sampling Period': 10.170666694641113, 'PM1': 75.43103790283203, 'PM2.5': 118.57076263427734, 'PM10': 158.84837341308594
'utc': '2020-05-18 03:37:58.840159', 'gpstime': '131932.00', 'lat': '5353.56242', 'lon': '00105.91063', 'fix': '1', 'nsat': '11', 'HDOP': '0.85', 'alt': '0.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.580758373388264, 'Humidity': 42.26901655603876, 'Sampling Period': 10.171242713928223, 'PM1': 34.55704116821289, 'PM2.5': 46.37900924682617, 'PM10': 99.22589874267578
'utc': '2020-05-18 03:38:09.011570', 'gpstime': '131942.00', 'lat': '5353.56734', 'lon': '00105.91995', 'fix': '1', 'nsat': '11', 'HDOP': '0.85', 'alt': '1.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.65018692301824, 'Humidity': 40.981155107957576, 'Sampling Period': 10.169471740722656, 'PM1': 55.86040115356445, 'PM2.5': 74.54602813720703, 'PM10': 132.82826232910156
'utc': '2020-05-18 03:38:19.177591', 'gpstime': '131952.00', 'lat': '5353.57323', 'lon': '00105.92898', 'fix': '1', 'nsat': '10', 'HDOP': '0.86', 'alt': '3.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.722285801480126, 'Humidity': 42.28580148012512, 'Sampling Period': 10.168853759765625, 'PM1': 42.7303581237793, 'PM2.5': 53.13239669799805, 'PM10': 68.96949768066406
'utc': '2020-05-18 03:38:29.330546', 'gpstime': '132002.00', 'lat': '5353.58264', 'lon': '00105.94437', 'fix': '1', 'nsat': '11', 'HDOP': '0.85', 'alt': '4.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.76234073395895, 'Humidity': 41.84328984512093, 'Sampling Period': 10.16804313659668, 'PM1': 27.804248809814453, 'PM2.5': 39.32156753540039, 'PM10': 70.63970184326172
'utc': '2020-05-18 03:38:51.819532', 'gpstime': '132025.00', 'lat': '5353.59839', 'lon': '00105.96157', 'fix': '1', 'nsat': '11', 'HDOP': '0.85', 'alt': '4.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.8050659952697, 'Humidity': 41.484702830548564, 'Sampling Period': 22.537302017211914, 'PM1': 0.007796124555170536, 'PM2.5': 0.011802569031715393, 'PM10': 0.011904796585440636
'utc': '2020-05-18 03:39:01.991082', 'gpstime': '132035.00', 'lat': '5353.60216', 'lon': '00105.96225', 'fix': '1', 'nsat': '11', 'HDOP': '0.85', 'alt': '4.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.748989089799338, 'Humidity': 41.438925764858475, 'Sampling Period': 10.172650337219238, 'PM1': 2.4000535011291504, 'PM2.5': 7.540029525756836, 'PM10': 33.94365310668945
'utc': '2020-05-18 03:39:12.160669', 'gpstime': '132045.00', 'lat': '5353.60373', 'lon': '00105.97066', 'fix': '1', 'nsat': '10', 'HDOP': '0.88', 'alt': '2.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.748989089799338, 'Humidity': 40.64240482185092, 'Sampling Period': 10.16857624053955, 'PM1': 3.5715997219085693, 'PM2.5': 11.439640045166016, 'PM10': 55.836788177490234
'utc': '2020-05-18 03:39:22.313253', 'gpstime': '132055.00', 'lat': '5353.61021', 'lon': '00105.97689', 'fix': '1', 'nsat': '09', 'HDOP': '0.91', 'alt': '2.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.77836270695049, 'Humidity': 40.81177996490425, 'Sampling Period': 10.16974925994873, 'PM1': 2.693486452102661, 'PM2.5': 8.195028305053711, 'PM10': 29.921499252319336
'utc': '2020-05-18 03:39:32.505476', 'gpstime': '132105.00', 'lat': '5353.61350', 'lon': '00105.98834', 'fix': '1', 'nsat': '09', 'HDOP': '0.92', 'alt': '-0.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.77836270695049, 'Humidity': 40.89570458533608, 'Sampling Period': 10.170111656188965, 'PM1': 2.4133572578430176, 'PM2.5': 9.400609016418457, 'PM10': 37.04634475708008
'utc': '2020-05-18 03:39:42.673470', 'gpstime': '132116.00', 'lat': '5353.62589', 'lon': '00105.99150', 'fix': '1', 'nsat': '11', 'HDOP': '0.84', 'alt': '-0.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.76234073395895, 'Humidity': 41.13221942473488, 'Sampling Period': 10.16804313659668, 'PM1': 3.1382896900177, 'PM2.5': 9.20217227935791, 'PM10': 64.78731536865234
'utc': '2020-05-18 03:40:04.943173', 'gpstime': '132138.00', 'lat': '5353.63834', 'lon': '00106.00284', 'fix': '1', 'nsat': '11', 'HDOP': '0.84', 'alt': '-1.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.748989089799338, 'Humidity': 40.32196536202029, 'Sampling Period': 22.331989288330078, 'PM1': 0.005509289912879467, 'PM2.5': 0.008340525440871716, 'PM10': 0.008412767201662064
'utc': '2020-05-18 03:40:15.126514', 'gpstime': '132148.00', 'lat': '5353.64335', 'lon': '00106.00866', 'fix': '1', 'nsat': '11', 'HDOP': '0.84', 'alt': '0.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.706263828488588, 'Humidity': 40.99946593423361, 'Sampling Period': 10.173866271972656, 'PM1': 2.4510185718536377, 'PM2.5': 8.32997989654541, 'PM10': 21.373933792114258
'utc': '2020-05-18 03:40:25.279664', 'gpstime': '132158.00', 'lat': '5353.65103', 'lon': '00106.01339', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '5.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.748989089799338, 'Humidity': 40.822461280231934, 'Sampling Period': 10.169322967529297, 'PM1': 2.8445892333984375, 'PM2.5': 7.4925537109375, 'PM10': 23.521665573120117
'utc': '2020-05-18 03:40:35.432667', 'gpstime': '132208.00', 'lat': '5353.65847', 'lon': '00106.01994', 'fix': '1', 'nsat': '10', 'HDOP': '0.86', 'alt': '8.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.722285801480126, 'Humidity': 41.266498817425806, 'Sampling Period': 10.166784286499023, 'PM1': 3.2656071186065674, 'PM2.5': 10.556689262390137, 'PM10': 31.727445602416992
'utc': '2020-05-18 03:40:45.602465', 'gpstime': '132219.00', 'lat': '5353.66644', 'lon': '00106.02753', 'fix': '1', 'nsat': '11', 'HDOP': '0.84', 'alt': '12.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.748989089799338, 'Humidity': 41.25734340428779, 'Sampling Period': 10.169364929199219, 'PM1': 2.1689069271087646, 'PM2.5': 7.896968841552734, 'PM10': 55.205440521240234
'utc': '2020-05-18 03:40:55.770024', 'gpstime': '132229.00', 'lat': '5353.67174', 'lon': '00106.03511', 'fix': '1', 'nsat': '11', 'HDOP': '0.84', 'alt': '12.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.73563744563974, 'Humidity': 41.74258030060273, 'Sampling Period': 10.171562194824219, 'PM1': 2.1162946224212646, 'PM2.5': 7.2636399269104, 'PM10': 45.92019271850586
'utc': '2020-05-18 03:41:18.294191', 'gpstime': '132251.00', 'lat': '5353.68758', 'lon': '00106.05285', 'fix': '1', 'nsat': '11', 'HDOP': '0.84', 'alt': '11.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.77836270695049, 'Humidity': 41.692225528343634, 'Sampling Period': 22.586048126220703, 'PM1': 0.010782325640320778, 'PM2.5': 0.0441996306180954, 'PM10': 0.05232878401875496
'utc': '2020-05-18 03:41:28.448698', 'gpstime': '132301.00', 'lat': '5353.69303', 'lon': '00106.06203', 'fix': '1', 'nsat': '11', 'HDOP': '0.84', 'alt': '10.7', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.663538567177838, 'Humidity': 40.689707789730676, 'Sampling Period': 10.1637544631958, 'PM1': 4.702715873718262, 'PM2.5': 13.567856788635254, 'PM10': 40.66390609741211
'utc': '2020-05-18 03:41:38.617810', 'gpstime': '132312.00', 'lat': '5353.69957', 'lon': '00106.07215', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '8.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.706263828488588, 'Humidity': 40.97199969481956, 'Sampling Period': 10.165781021118164, 'PM1': 4.649364471435547, 'PM2.5': 18.017717361450195, 'PM10': 149.09060668945312
'utc': '2020-05-18 03:41:48.797780', 'gpstime': '132322.00', 'lat': '5353.70753', 'lon': '00106.08055', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '10.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.73563744563974, 'Humidity': 41.394674601358055, 'Sampling Period': 10.171818733215332, 'PM1': 3.8647758960723877, 'PM2.5': 10.762849807739258, 'PM10': 62.73842239379883
'utc': '2020-05-18 03:41:58.973219', 'gpstime': '132332.00', 'lat': '5353.71075', 'lon': '00106.08751', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '6.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.76234073395895, 'Humidity': 41.20241092545968, 'Sampling Period': 10.168810844421387, 'PM1': 2.35760498046875, 'PM2.5': 9.273984909057617, 'PM10': 58.6785888671875
'utc': '2020-05-18 03:42:09.141275', 'gpstime': '132342.00', 'lat': '5353.71364', 'lon': '00106.09288', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '5.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.791714351110087, 'Humidity': 40.71717402914473, 'Sampling Period': 10.172203063964844, 'PM1': 4.030341148376465, 'PM2.5': 15.031350135803223, 'PM10': 92.16635131835938
'utc': '2020-05-18 03:42:31.387678', 'gpstime': '132404.00', 'lat': '5353.72515', 'lon': '00106.11885', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '13.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.861142900740063, 'Humidity': 40.93232623788815, 'Sampling Period': 22.3275089263916, 'PM1': 0.004404065664857626, 'PM2.5': 0.007289488334208727, 'PM10': 0.007365420460700989
'utc': '2020-05-18 03:42:41.583319', 'gpstime': '132415.00', 'lat': '5353.73209', 'lon': '00106.12775', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '19.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.84779125658045, 'Humidity': 39.64904249637598, 'Sampling Period': 10.1778564453125, 'PM1': 4.03265380859375, 'PM2.5': 12.664963722229004, 'PM10': 36.4991340637207
'utc': '2020-05-18 03:42:51.758354', 'gpstime': '132425.00', 'lat': '5353.73748', 'lon': '00106.13556', 'fix': '1', 'nsat': '09', 'HDOP': '0.95', 'alt': '21.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.8905165178912, 'Humidity': 39.513237201495386, 'Sampling Period': 10.162367820739746, 'PM1': 3.6318891048431396, 'PM2.5': 10.04245662689209, 'PM10': 39.18452835083008
'utc': '2020-05-18 03:43:01.923088', 'gpstime': '132435.00', 'lat': '5353.74379', 'lon': '00106.14860', 'fix': '1', 'nsat': '09', 'HDOP': '0.95', 'alt': '19.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.962615396353087, 'Humidity': 40.106813153276875, 'Sampling Period': 10.168831825256348, 'PM1': 2.1892614364624023, 'PM2.5': 7.585866451263428, 'PM10': 30.6013126373291
'utc': '2020-05-18 03:43:12.089804', 'gpstime': '132445.00', 'lat': '5353.74807', 'lon': '00106.16152', 'fix': '1', 'nsat': '09', 'HDOP': '0.95', 'alt': '15.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.01869230182345, 'Humidity': 40.43335622186618, 'Sampling Period': 10.171818733215332, 'PM1': 1.744989037513733, 'PM2.5': 7.276991844177246, 'PM10': 24.505712509155273
'utc': '2020-05-18 03:43:22.246277', 'gpstime': '132455.00', 'lat': '5353.75620', 'lon': '00106.16886', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '12.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.09079118028535, 'Humidity': 39.92523079270619, 'Sampling Period': 10.167679786682129, 'PM1': 2.6434085369110107, 'PM2.5': 7.434065818786621, 'PM10': 18.635149002075195
'utc': '2020-05-18 03:43:44.699481', 'gpstime': '132518.00', 'lat': '5353.77142', 'lon': '00106.18904', 'fix': '1', 'nsat': '09', 'HDOP': '0.94', 'alt': '9.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.1335164415961, 'Humidity': 38.980697337300676, 'Sampling Period': 22.535295486450195, 'PM1': 0.014837493188679218, 'PM2.5': 0.1867939978837967, 'PM10': 0.7576918601989746
'utc': '2020-05-18 03:43:54.875091', 'gpstime': '132528.00', 'lat': '5353.77334', 'lon': '00106.20045', 'fix': '1', 'nsat': '09', 'HDOP': '0.91', 'alt': '6.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.1468680857557, 'Humidity': 39.639887083237966, 'Sampling Period': 10.16593074798584, 'PM1': 3.8162269592285156, 'PM2.5': 13.865253448486328, 'PM10': 44.67013931274414
'utc': '2020-05-18 03:44:05.048881', 'gpstime': '132538.00', 'lat': '5353.77071', 'lon': '00106.21033', 'fix': '1', 'nsat': '09', 'HDOP': '0.91', 'alt': '5.7', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.2323186083772, 'Humidity': 39.060044251163504, 'Sampling Period': 10.164159774780273, 'PM1': 2.1712143421173096, 'PM2.5': 7.6011962890625, 'PM10': 28.512495040893555
'utc': '2020-05-18 03:44:15.205234', 'gpstime': '132548.00', 'lat': '5353.76956', 'lon': '00106.21770', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '2.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.24567025253681, 'Humidity': 38.44968337529564, 'Sampling Period': 10.167765617370605, 'PM1': 1.6722087860107422, 'PM2.5': 7.017018795013428, 'PM10': 60.425392150878906
'utc': '2020-05-18 03:44:25.354929', 'gpstime': '132558.00', 'lat': '5353.77721', 'lon': '00106.22991', 'fix': '1', 'nsat': '09', 'HDOP': '0.90', 'alt': '2.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.28839551384756, 'Humidity': 38.3260852979324, 'Sampling Period': 10.168661117553711, 'PM1': 20.381879806518555, 'PM2.5': 25.591373443603516, 'PM10': 41.240028381347656
'utc': '2020-05-18 03:44:35.533412', 'gpstime': '132609.00', 'lat': '5353.79923', 'lon': '00106.24867', 'fix': '1', 'nsat': '08', 'HDOP': '1.59', 'alt': '2.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.18959334706645, 'Humidity': 38.442053864347294, 'Sampling Period': 10.173674583435059, 'PM1': 24.24559211730957, 'PM2.5': 27.691486358642578, 'PM10': 28.611034393310547
'utc': '2020-05-18 03:44:57.759284', 'gpstime': '132631.00', 'lat': '5353.85858', 'lon': '00106.27265', 'fix': '1', 'nsat': '08', 'HDOP': '1.60', 'alt': '0.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.0614175631342, 'Humidity': 38.651102464332034, 'Sampling Period': 22.289962768554688, 'PM1': 0.00875056628137827, 'PM2.5': 0.01324750017374754, 'PM10': 0.01336224377155304
'utc': '2020-05-18 03:45:07.937653', 'gpstime': '132641.00', 'lat': '5353.88949', 'lon': '00106.28151', 'fix': '1', 'nsat': '09', 'HDOP': '0.95', 'alt': '-5.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.76234073395895, 'Humidity': 39.52697032120241, 'Sampling Period': 10.174464225769043, 'PM1': 2.731992483139038, 'PM2.5': 7.927661895751953, 'PM10': 27.45123291015625
'utc': '2020-05-18 03:45:18.109351', 'gpstime': '132651.00', 'lat': '5353.91840', 'lon': '00106.29580', 'fix': '1', 'nsat': '09', 'HDOP': '0.94', 'alt': '-2.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.65018692301824, 'Humidity': 39.223315785458155, 'Sampling Period': 10.171221733093262, 'PM1': 6.252896785736084, 'PM2.5': 10.90781307220459, 'PM10': 21.855792999267578
'utc': '2020-05-18 03:45:28.262137', 'gpstime': '132701.00', 'lat': '5353.93981', 'lon': '00106.32971', 'fix': '1', 'nsat': '09', 'HDOP': '0.94', 'alt': '-5.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.495307850766764, 'Humidity': 39.681086442359046, 'Sampling Period': 10.168746948242188, 'PM1': 4.529091835021973, 'PM2.5': 9.031323432922363, 'PM10': 15.509001731872559
'utc': '2020-05-18 03:45:38.412057', 'gpstime': '132711.00', 'lat': '5353.96131', 'lon': '00106.35204', 'fix': '1', 'nsat': '08', 'HDOP': '1.00', 'alt': '-6.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.39650568398565, 'Humidity': 39.8794537270161, 'Sampling Period': 10.167146682739258, 'PM1': 4.264142990112305, 'PM2.5': 8.2755126953125, 'PM10': 12.237198829650879
'utc': '2020-05-18 03:45:48.608723', 'gpstime': '132722.00', 'lat': '5353.99411', 'lon': '00106.37026', 'fix': '1', 'nsat': '09', 'HDOP': '0.91', 'alt': '-6.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.268329900053402, 'Humidity': 40.49134050507362, 'Sampling Period': 10.165589332580566, 'PM1': 3.354508876800537, 'PM2.5': 6.568092346191406, 'PM10': 9.908645629882812
'utc': '2020-05-18 03:46:10.937920', 'gpstime': '132744.00', 'lat': '5354.06565', 'lon': '00106.39916', 'fix': '1', 'nsat': '10', 'HDOP': '0.90', 'alt': '-5.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.153505760280765, 'Humidity': 41.03608758678569, 'Sampling Period': 22.38967514038086, 'PM1': 0.018996985629200935, 'PM2.5': 0.034930240362882614, 'PM10': 0.03605306148529053
'utc': '2020-05-18 03:46:21.107787', 'gpstime': '132754.00', 'lat': '5354.09626', 'lon': '00106.40848', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '-6.9', 'WGS84': '47.4', 'lastDGPS': '', 'Temperature': 23.830395971618216, 'Humidity': 41.23750667582208, 'Sampling Period': 10.175040245056152, 'PM1': 2.274407386779785, 'PM2.5': 5.585309028625488, 'PM10': 9.935897827148438
'utc': '2020-05-18 03:46:31.258145', 'gpstime': '132804.00', 'lat': '5354.11641', 'lon': '00106.40382', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '-6.3', 'WGS84': '47.4', 'lastDGPS': '', 'Temperature': 23.71557183184558, 'Humidity': 41.87838559548333, 'Sampling Period': 10.15927505493164, 'PM1': 1.4045803546905518, 'PM2.5': 4.887916564941406, 'PM10': 10.051125526428223
'utc': '2020-05-18 03:46:41.401903', 'gpstime': '132814.00', 'lat': '5354.11826', 'lon': '00106.37204', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '-4.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.58739604791333, 'Humidity': 42.08438239108873, 'Sampling Period': 10.166762351989746, 'PM1': 2.306659460067749, 'PM2.5': 6.7391133308410645, 'PM10': 36.935882568359375
'utc': '2020-05-18 03:46:51.572692', 'gpstime': '132825.00', 'lat': '5354.12254', 'lon': '00106.31638', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '-0.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.58739604791333, 'Humidity': 42.43381399252308, 'Sampling Period': 10.168107032775879, 'PM1': 2.122783899307251, 'PM2.5': 5.86354923248291, 'PM10': 8.633659362792969
'utc': '2020-05-18 03:47:01.739345', 'gpstime': '132835.00', 'lat': '5354.11867', 'lon': '00106.26307', 'fix': '1', 'nsat': '09', 'HDOP': '0.93', 'alt': '6.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.558022430762193, 'Humidity': 42.79392690928511, 'Sampling Period': 10.172330856323242, 'PM1': 1.3416699171066284, 'PM2.5': 3.9921138286590576, 'PM10': 6.132577896118164
'utc': '2020-05-18 03:47:24.069742', 'gpstime': '132857.00', 'lat': '5354.15673', 'lon': '00106.15780', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '1.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.488593881132218, 'Humidity': 42.77103837644007, 'Sampling Period': 22.381568908691406, 'PM1': 0.0011607900960370898, 'PM2.5': 0.0012364938156679273, 'PM10': 0.0012364938156679273
